TLA,Device,Network Port,Connector Type,VLAN NAME,VLAN TAG,IP Octet,IP ADDRESS,Gateway,GW Full,Mask,Mask Full,MAC Address,Switch ID,Switch Port,Switch/Port,Cable ID,Device Location,Switch Location,Serial #,Role,Bank,DL Check,NOTES
AAA00-02,Example Device,MGMT,RJ45 1G,Untagged,N/A,xxx,xxx.xxx.xxx.xxx,,,/24,255.255.255.0,,,,/,,,,,,,FALSE,"Example Schedule, do not delete."
ACT01-01,Actor Media Server - R-10 chassis,Bluefield_01,QSFP28,ST2110_4 (RED),RED,18,10.238.4.18,17,10.238.4.17,/29,255.255.255.248,,lvg-sph-rv-7s-lf01,Eth1/3/3,lvg-sph-rv-7s-lf01/Eth1/3/3,SM2.7003,C.55/26,C-55/44,734452102019,B1,A,TRUE,
ACT01-01,Actor Media Server - R-10 chassis,Bluefield_01_L,QSFP28,ST2110_4 (RED),RED,19,10.238.4.19,17,10.238.4.17,/29,255.255.255.248,,,,/,,C.55/26,,734452102019,B1,A,TRUE,
ACT01-01,Actor Media Server - R-10 chassis,Bluefield_01_M,QSFP28,Multicast_RED,N/A,32,233.40.10.32,,,,,,,,/,,C.55/26,,734452102019,B1,A,TRUE,
ACT01-01,Actor Media Server - R-10 chassis,Bluefield_02,QSFP28,ST2110_4 (BLU),BLU,18,10.239.4.18,17,10.239.4.17,/29,255.255.255.248,,lvg-sph-bv-7s-lf01,Eth1/3/3,lvg-sph-bv-7s-lf01/Eth1/3/3,SM2.7203,C.55/26,C-55/43,734452102019,B1,A,TRUE,
ACT01-01,Actor Media Server - R-10 chassis,Bluefield_02_L,QSFP28,ST2110_4 (BLU),BLU,19,10.239.4.19,17,10.239.4.17,/29,255.255.255.248,,,,/,,C.55/26,,734452102019,B1,A,TRUE,
ACT01-01,Actor Media Server - R-10 chassis,Bluefield_02_M,QSFP28,Multicast_BLU,N/A,32,233.140.10.32,,,,,,,,/,,C.55/26,,734452102019,B1,A,TRUE,
ACT01-01,Actor Media Server - R-10 chassis,Bluefield_MGMT,RJ45 1G,7thSense_Show_Control_3,52,32,10.241.210.32,1,10.241.208.1,/22,255.255.252.0,,,,/,,C.55/26,,734452102019,B1,A,TRUE,
ACT01-01,Actor Media Server - R-10 chassis,Onboard_01,RJ45 10G,7thSense_Show_Control_1,52,32,10.241.208.32,1,10.241.208.1,/22,255.255.252.0,,lvg-sph-fp-as05,Gig1/0/8,lvg-sph-fp-as05/Gig1/0/8,D6A.7008,C.55/26,C-54/40,734452102019,B1,A,TRUE,
ACT01-01,Actor Media Server - R-10 chassis,Onboard_02,RJ45 10G,7thSense_Show_Control_2,52,32,10.241.209.32,,,/22,255.255.252.0,,lvg-sph-fp-as11,Gig1/0/3,lvg-sph-fp-as11/Gig1/0/3,D6A.7303,C.55/26,C-35/45,734452102019,B1,A,TRUE,
ACT01-01,Actor Media Server - R-10 chassis,Storage_01,QSFP28,Media_Transfer_1,128,32,10.100.128.32,,,/23,255.255.254.0,,NET04-05,Eth1/9/2,NET04-05/Eth1/9/2,TEMP,C.55/26,C-75/38,734452102019,B1,A,TRUE,
ACT01-01,Actor Media Server - R-10 chassis,Storage_02,QSFP28,Media_Transfer_2,128,32,10.100.129.32,,,/23,255.255.254.0,,,,/,,C.55/26,,734452102019,B1,A,TRUE,
ACT01-02,Actor Media Server - R-10 chassis,Bluefield_01,QSFP28,ST2110_4 (RED),RED,34,10.238.4.34,33,10.238.4.33,/29,255.255.255.248,,lvg-sph-rv-7s-lf01,Eth1/4/1,lvg-sph-rv-7s-lf01/Eth1/4/1,SM2.7005,C.55/14,C-55/44,734452102015,B2,A,TRUE,
ACT01-02,Actor Media Server - R-10 chassis,Bluefield_01_L,QSFP28,ST2110_4 (RED),RED,35,10.238.4.35,33,10.238.4.33,/29,255.255.255.248,,,,/,,C.55/14,,734452102015,B2,A,TRUE,
ACT01-02,Actor Media Server - R-10 chassis,Bluefield_01_M,QSFP28,Multicast_RED,N/A,33,233.40.10.33,,,,,,,,/,,C.55/14,,734452102015,B2,A,TRUE,
ACT01-02,Actor Media Server - R-10 chassis,Bluefield_02,QSFP28,ST2110_4 (BLU),BLU,34,10.239.4.34,33,10.239.4.33,/29,255.255.255.248,,lvg-sph-bv-7s-lf01,Eth1/4/1,lvg-sph-bv-7s-lf01/Eth1/4/1,SM2.7205,C.55/14,C-55/43,734452102015,B2,A,TRUE,
ACT01-02,Actor Media Server - R-10 chassis,Bluefield_02_L,QSFP28,ST2110_4 (BLU),BLU,35,10.239.4.35,33,10.239.4.33,/29,255.255.255.248,,,,/,,C.55/14,,734452102015,B2,A,TRUE,
ACT01-02,Actor Media Server - R-10 chassis,Bluefield_02_M,QSFP28,Multicast_BLU,N/A,33,233.140.10.33,,,,,,,,/,,C.55/14,,734452102015,B2,A,TRUE,
ACT01-02,Actor Media Server - R-10 chassis,Bluefield_MGMT,RJ45 1G,7thSense_Show_Control_3,52,33,10.241.210.33,1,10.241.208.1,/22,255.255.252.0,,,,/,,C.55/14,,734452102015,B2,A,TRUE,
ACT01-02,Actor Media Server - R-10 chassis,Onboard_01,RJ45 10G,7thSense_Show_Control_1,52,33,10.241.208.33,1,10.241.208.1,/22,255.255.252.0,,lvg-sph-fp-as05,Gig1/0/14,lvg-sph-fp-as05/Gig1/0/14,D6A.7014,C.55/14,C-54/40,734452102015,B2,A,TRUE,
ACT01-02,Actor Media Server - R-10 chassis,Onboard_02,RJ45 10G,7thSense_Show_Control_2,52,33,10.241.209.33,,,/22,255.255.252.0,,lvg-sph-fp-as11,Gig1/0/5,lvg-sph-fp-as11/Gig1/0/5,D6A.7305,C.55/14,C-35/45,734452102015,B2,A,TRUE,
ACT01-02,Actor Media Server - R-10 chassis,Storage_01,QSFP28,Media_Transfer_1,128,33,10.100.128.33,,,/23,255.255.254.0,,NET04-05,Eth1/9/3,NET04-05/Eth1/9/3,TEMP,C.55/14,C-75/38,734452102015,B2,A,TRUE,
ACT01-02,Actor Media Server - R-10 chassis,Storage_02,QSFP28,Media_Transfer_2,128,33,10.100.129.33,,,/23,255.255.254.0,,,,/,,C.55/14,,734452102015,B2,A,TRUE,
ACT01-03,Actor Media Server - R-10 chassis,Bluefield_01,QSFP28,ST2110_4 (RED),RED,50,10.238.4.50,49,10.238.4.49,/29,255.255.255.248,,lvg-sph-rv-7s-lf01,Eth1/4/3,lvg-sph-rv-7s-lf01/Eth1/4/3,SM2.7007,C.54/38,C-55/44,734452102024,B3,A,TRUE,
ACT01-03,Actor Media Server - R-10 chassis,Bluefield_01_L,QSFP28,ST2110_4 (RED),RED,51,10.238.4.51,49,10.238.4.49,/29,255.255.255.248,,,,/,,C.54/38,,734452102024,B3,A,TRUE,
ACT01-03,Actor Media Server - R-10 chassis,Bluefield_01_M,QSFP28,Multicast_RED,N/A,34,233.40.10.34,,,,,,,,/,,C.54/38,,734452102024,B3,A,TRUE,
ACT01-03,Actor Media Server - R-10 chassis,Bluefield_02,QSFP28,ST2110_4 (BLU),BLU,50,10.239.4.50,49,10.239.4.49,/29,255.255.255.248,,lvg-sph-bv-7s-lf01,Eth1/4/3,lvg-sph-bv-7s-lf01/Eth1/4/3,SM2.7207,C.54/38,C-55/43,734452102024,B3,A,TRUE,
ACT01-03,Actor Media Server - R-10 chassis,Bluefield_02_L,QSFP28,ST2110_4 (BLU),BLU,51,10.239.4.51,49,10.239.4.49,/29,255.255.255.248,,,,/,,C.54/38,,734452102024,B3,A,TRUE,
ACT01-03,Actor Media Server - R-10 chassis,Bluefield_02_M,QSFP28,Multicast_BLU,N/A,34,233.140.10.34,,,,,,,,/,,C.54/38,,734452102024,B3,A,TRUE,
ACT01-03,Actor Media Server - R-10 chassis,Bluefield_MGMT,RJ45 1G,7thSense_Show_Control_3,52,34,10.241.210.34,1,10.241.208.1,/22,255.255.252.0,,,,/,,C.54/38,,734452102024,B3,A,TRUE,
ACT01-03,Actor Media Server - R-10 chassis,Onboard_01,RJ45 10G,7thSense_Show_Control_1,52,34,10.241.208.34,1,10.241.208.1,/22,255.255.252.0,,lvg-sph-fp-as05,Gig1/0/20,lvg-sph-fp-as05/Gig1/0/20,D6A.7020,C.54/38,C-54/40,734452102024,B3,A,TRUE,
ACT01-03,Actor Media Server - R-10 chassis,Onboard_02,RJ45 10G,7thSense_Show_Control_2,52,34,10.241.209.34,,,/22,255.255.252.0,,lvg-sph-fp-as11,Gig1/0/7,lvg-sph-fp-as11/Gig1/0/7,D6A.7307,C.54/38,C-35/45,734452102024,B3,A,TRUE,
ACT01-03,Actor Media Server - R-10 chassis,Storage_01,QSFP28,Media_Transfer_1,128,34,10.100.128.34,,,/23,255.255.254.0,,NET04-05,Eth1/9/4,NET04-05/Eth1/9/4,TEMP,C.54/38,C-75/38,734452102024,B3,A,TRUE,
ACT01-03,Actor Media Server - R-10 chassis,Storage_02,QSFP28,Media_Transfer_2,128,34,10.100.129.34,,,/23,255.255.254.0,,,,/,,C.54/38,,734452102024,B3,A,TRUE,
ACT01-04,Actor Media Server - R-10 chassis,Bluefield_01,QSFP28,ST2110_4 (RED),RED,66,10.238.4.66,65,10.238.4.65,/29,255.255.255.248,,lvg-sph-rv-7s-lf01,Eth1/5/1,lvg-sph-rv-7s-lf01/Eth1/5/1,SM2.7009,C.54/26,C-55/44,734452102021,B4,A,TRUE,
ACT01-04,Actor Media Server - R-10 chassis,Bluefield_01_L,QSFP28,ST2110_4 (RED),RED,67,10.238.4.67,65,10.238.4.65,/29,255.255.255.248,,,,/,,C.54/26,,734452102021,B4,A,TRUE,
ACT01-04,Actor Media Server - R-10 chassis,Bluefield_01_M,QSFP28,Multicast_RED,N/A,35,233.40.10.35,,,,,,,,/,,C.54/26,,734452102021,B4,A,TRUE,
ACT01-04,Actor Media Server - R-10 chassis,Bluefield_02,QSFP28,ST2110_4 (BLU),BLU,66,10.239.4.66,65,10.239.4.65,/29,255.255.255.248,,lvg-sph-bv-7s-lf01,Eth1/5/1,lvg-sph-bv-7s-lf01/Eth1/5/1,SM2.7209,C.54/26,C-55/43,734452102021,B4,A,TRUE,
ACT01-04,Actor Media Server - R-10 chassis,Bluefield_02_L,QSFP28,ST2110_4 (BLU),BLU,67,10.239.4.67,65,10.239.4.65,/29,255.255.255.248,,,,/,,C.54/26,,734452102021,B4,A,TRUE,
ACT01-04,Actor Media Server - R-10 chassis,Bluefield_02_M,QSFP28,Multicast_BLU,N/A,35,233.140.10.35,,,,,,,,/,,C.54/26,,734452102021,B4,A,TRUE,
ACT01-04,Actor Media Server - R-10 chassis,Bluefield_MGMT,RJ45 1G,7thSense_Show_Control_3,52,35,10.241.210.35,1,10.241.208.1,/22,255.255.252.0,,,,/,,C.54/26,,734452102021,B4,A,TRUE,
ACT01-04,Actor Media Server - R-10 chassis,Onboard_01,RJ45 10G,7thSense_Show_Control_1,52,35,10.241.208.35,1,10.241.208.1,/22,255.255.252.0,,lvg-sph-fp-as05,Gig1/0/26,lvg-sph-fp-as05/Gig1/0/26,D6A.7026,C.54/26,C-54/40,734452102021,B4,A,TRUE,
ACT01-04,Actor Media Server - R-10 chassis,Onboard_02,RJ45 10G,7thSense_Show_Control_2,52,35,10.241.209.35,,,/22,255.255.252.0,,lvg-sph-fp-as11,Gig1/0/9,lvg-sph-fp-as11/Gig1/0/9,D6A.7309,C.54/26,C-35/45,734452102021,B4,A,TRUE,
ACT01-04,Actor Media Server - R-10 chassis,Storage_01,QSFP28,Media_Transfer_1,128,35,10.100.128.35,,,/23,255.255.254.0,,NET04-05,Eth1/10/1,NET04-05/Eth1/10/1,TEMP,C.54/26,C-75/38,734452102021,B4,A,TRUE,
ACT01-04,Actor Media Server - R-10 chassis,Storage_02,QSFP28,Media_Transfer_2,128,35,10.100.129.35,,,/23,255.255.254.0,,,,/,,C.54/26,,734452102021,B4,A,TRUE,
ACT01-05,Actor Media Server - R-10 chassis,Bluefield_01,QSFP28,ST2110_4 (RED),RED,82,10.238.4.82,81,10.238.4.81,/29,255.255.255.248,,lvg-sph-rv-7s-lf01,Eth1/5/3,lvg-sph-rv-7s-lf01/Eth1/5/3,SM2.7011,C.54/14,C-55/44,734452102002,B5,A,TRUE,
ACT01-05,Actor Media Server - R-10 chassis,Bluefield_01_L,QSFP28,ST2110_4 (RED),RED,83,10.238.4.83,81,10.238.4.81,/29,255.255.255.248,,,,/,,C.54/14,,734452102002,B5,A,TRUE,
ACT01-05,Actor Media Server - R-10 chassis,Bluefield_01_M,QSFP28,Multicast_RED,N/A,36,233.40.10.36,,,,,,,,/,,C.54/14,,734452102002,B5,A,TRUE,
ACT01-05,Actor Media Server - R-10 chassis,Bluefield_02,QSFP28,ST2110_4 (BLU),BLU,82,10.239.4.82,81,10.239.4.81,/29,255.255.255.248,,lvg-sph-bv-7s-lf01,Eth1/5/3,lvg-sph-bv-7s-lf01/Eth1/5/3,SM2.7211,C.54/14,C-55/43,734452102002,B5,A,TRUE,
ACT01-05,Actor Media Server - R-10 chassis,Bluefield_02_L,QSFP28,ST2110_4 (BLU),BLU,83,10.239.4.83,81,10.239.4.81,/29,255.255.255.248,,,,/,,C.54/14,,734452102002,B5,A,TRUE,
ACT01-05,Actor Media Server - R-10 chassis,Bluefield_02_M,QSFP28,Multicast_BLU,N/A,36,233.140.10.36,,,,,,,,/,,C.54/14,,734452102002,B5,A,TRUE,
ACT01-05,Actor Media Server - R-10 chassis,Bluefield_MGMT,RJ45 1G,7thSense_Show_Control_3,52,36,10.241.210.36,1,10.241.208.1,/22,255.255.252.0,,,,/,,C.54/14,,734452102002,B5,A,TRUE,
ACT01-05,Actor Media Server - R-10 chassis,Onboard_01,RJ45 10G,7thSense_Show_Control_1,52,36,10.241.208.36,1,10.241.208.1,/22,255.255.252.0,,lvg-sph-fp-as05,Gig1/0/32,lvg-sph-fp-as05/Gig1/0/32,D6A.7032,C.54/14,C-54/40,734452102002,B5,A,TRUE,
ACT01-05,Actor Media Server - R-10 chassis,Onboard_02,RJ45 10G,7thSense_Show_Control_2,52,36,10.241.209.36,,,/22,255.255.252.0,,lvg-sph-fp-as11,Gig1/0/11,lvg-sph-fp-as11/Gig1/0/11,D6A.7311,C.54/14,C-35/45,734452102002,B5,A,TRUE,
ACT01-05,Actor Media Server - R-10 chassis,Storage_01,QSFP28,Media_Transfer_1,128,36,10.100.128.36,,,/23,255.255.254.0,,NET04-05,Eth1/10/2,NET04-05/Eth1/10/2,TEMP,C.54/14,C-75/38,734452102002,B5,A,TRUE,
ACT01-05,Actor Media Server - R-10 chassis,Storage_02,QSFP28,Media_Transfer_2,128,36,10.100.129.36,,,/23,255.255.254.0,,,,/,,C.54/14,,734452102002,B5,A,TRUE,
ACT01-06,Actor Media Server - R-10 chassis,Bluefield_01,QSFP28,ST2110_4 (RED),RED,98,10.238.4.98,97,10.238.4.97,/29,255.255.255.248,,lvg-sph-rv-7s-lf01,Eth1/6/1,lvg-sph-rv-7s-lf01/Eth1/6/1,SM2.7021,C.53/38,C-55/44,734452102007,B6,A,TRUE,
ACT01-06,Actor Media Server - R-10 chassis,Bluefield_01_L,QSFP28,ST2110_4 (RED),RED,99,10.238.4.99,97,10.238.4.97,/29,255.255.255.248,,,,/,,C.53/38,,734452102007,B6,A,TRUE,
ACT01-06,Actor Media Server - R-10 chassis,Bluefield_01_M,QSFP28,Multicast_RED,N/A,37,233.40.10.37,,,,,,,,/,,C.53/38,,734452102007,B6,A,TRUE,
ACT01-06,Actor Media Server - R-10 chassis,Bluefield_02,QSFP28,ST2110_4 (BLU),BLU,98,10.239.4.98,97,10.239.4.97,/29,255.255.255.248,,lvg-sph-bv-7s-lf01,Eth1/6/1,lvg-sph-bv-7s-lf01/Eth1/6/1,SM2.7221,C.53/38,C-55/43,734452102007,B6,A,TRUE,
ACT01-06,Actor Media Server - R-10 chassis,Bluefield_02_L,QSFP28,ST2110_4 (BLU),BLU,99,10.239.4.99,97,10.239.4.97,/29,255.255.255.248,,,,/,,C.53/38,,734452102007,B6,A,TRUE,
ACT01-06,Actor Media Server - R-10 chassis,Bluefield_02_M,QSFP28,Multicast_BLU,N/A,37,233.140.10.37,,,,,,,,/,,C.53/38,,734452102007,B6,A,TRUE,
ACT01-06,Actor Media Server - R-10 chassis,Bluefield_MGMT,RJ45 1G,7thSense_Show_Control_3,52,37,10.241.210.37,1,10.241.208.1,/22,255.255.252.0,,,,/,,C.53/38,,734452102007,B6,A,TRUE,
ACT01-06,Actor Media Server - R-10 chassis,Onboard_01,RJ45 10G,7thSense_Show_Control_1,52,37,10.241.208.37,1,10.241.208.1,/22,255.255.252.0,,lvg-sph-fp-as06,Gig1/0/1,lvg-sph-fp-as06/Gig1/0/1,D6A.7051,C.53/38,C-52/44,734452102007,B6,A,TRUE,
ACT01-06,Actor Media Server - R-10 chassis,Onboard_02,RJ45 10G,7thSense_Show_Control_2,52,37,10.241.209.37,,,/22,255.255.252.0,,lvg-sph-fp-as05,Gig1/0/38,lvg-sph-fp-as05/Gig1/0/38,D6A.7038,C.53/38,C-54/40,734452102007,B6,A,TRUE,
ACT01-06,Actor Media Server - R-10 chassis,Storage_01,QSFP28,Media_Transfer_1,128,37,10.100.128.37,,,/23,255.255.254.0,,NET04-05,Eth1/10/3,NET04-05/Eth1/10/3,TEMP,C.53/38,C-75/38,734452102007,B6,A,TRUE,
ACT01-06,Actor Media Server - R-10 chassis,Storage_02,QSFP28,Media_Transfer_2,128,37,10.100.129.37,,,/23,255.255.254.0,,,,/,,C.53/38,,734452102007,B6,A,TRUE,
ACT01-07,Actor Media Server - R-10 chassis,Bluefield_01,QSFP28,ST2110_4 (RED),RED,114,10.238.4.114,113,10.238.4.113,/29,255.255.255.248,,lvg-sph-rv-7s-lf01,Eth1/6/3,lvg-sph-rv-7s-lf01/Eth1/6/3,SM2.7023,C.53/26,C-55/44,734452102013,B7,A,TRUE,
ACT01-07,Actor Media Server - R-10 chassis,Bluefield_01_L,QSFP28,ST2110_4 (RED),RED,115,10.238.4.115,113,10.238.4.113,/29,255.255.255.248,,,,/,,C.53/26,,734452102013,B7,A,TRUE,
ACT01-07,Actor Media Server - R-10 chassis,Bluefield_01_M,QSFP28,Multicast_RED,N/A,38,233.40.10.38,,,,,,,,/,,C.53/26,,734452102013,B7,A,TRUE,
ACT01-07,Actor Media Server - R-10 chassis,Bluefield_02,QSFP28,ST2110_4 (BLU),BLU,114,10.239.4.114,113,10.239.4.113,/29,255.255.255.248,,lvg-sph-bv-7s-lf01,Eth1/6/3,lvg-sph-bv-7s-lf01/Eth1/6/3,SM2.7223,C.53/26,C-55/43,734452102013,B7,A,TRUE,
ACT01-07,Actor Media Server - R-10 chassis,Bluefield_02_L,QSFP28,ST2110_4 (BLU),BLU,115,10.239.4.115,113,10.239.4.113,/29,255.255.255.248,,,,/,,C.53/26,,734452102013,B7,A,TRUE,
ACT01-07,Actor Media Server - R-10 chassis,Bluefield_02_M,QSFP28,Multicast_BLU,N/A,38,233.140.10.38,,,,,,,,/,,C.53/26,,734452102013,B7,A,TRUE,
ACT01-07,Actor Media Server - R-10 chassis,Bluefield_MGMT,RJ45 1G,7thSense_Show_Control_3,52,38,10.241.210.38,1,10.241.208.1,/22,255.255.252.0,,,,/,,C.53/26,,734452102013,B7,A,TRUE,
ACT01-07,Actor Media Server - R-10 chassis,Onboard_01,RJ45 10G,7thSense_Show_Control_1,52,38,10.241.208.38,1,10.241.208.1,/22,255.255.252.0,,lvg-sph-fp-as06,Gig1/0/7,lvg-sph-fp-as06/Gig1/0/7,D6A.7057,C.53/26,C-52/44,734452102013,B7,A,TRUE,
ACT01-07,Actor Media Server - R-10 chassis,Onboard_02,RJ45 10G,7thSense_Show_Control_2,52,38,10.241.209.38,,,/22,255.255.252.0,,lvg-sph-fp-as05,Gig1/0/40,lvg-sph-fp-as05/Gig1/0/40,D6A.7040,C.53/26,C-54/40,734452102013,B7,A,TRUE,
ACT01-07,Actor Media Server - R-10 chassis,Storage_01,QSFP28,Media_Transfer_1,128,38,10.100.128.38,,,/23,255.255.254.0,,NET04-05,Eth1/10/4,NET04-05/Eth1/10/4,TEMP,C.53/26,C-75/38,734452102013,B7,A,TRUE,
ACT01-07,Actor Media Server - R-10 chassis,Storage_02,QSFP28,Media_Transfer_2,128,38,10.100.129.38,,,/23,255.255.254.0,,,,/,,C.53/26,,734452102013,B7,A,TRUE,
ACT01-08,Actor Media Server - R-10 chassis,Bluefield_01,QSFP28,ST2110_4 (RED),RED,194,10.238.4.194,193,10.238.4.193,/29,255.255.255.248,,lvg-sph-rv-7s-lf01,Eth1/11/1,lvg-sph-rv-7s-lf01/Eth1/11/1,SM2.7025,C.53/14,C-55/44,734452102026,B8,A,TRUE,
ACT01-08,Actor Media Server - R-10 chassis,Bluefield_01_L,QSFP28,ST2110_4 (RED),RED,195,10.238.4.195,193,10.238.4.193,/29,255.255.255.248,,,,/,,C.53/14,,734452102026,B8,A,TRUE,
ACT01-08,Actor Media Server - R-10 chassis,Bluefield_01_M,QSFP28,Multicast_RED,N/A,39,233.40.10.39,,,,,,,,/,,C.53/14,,734452102026,B8,A,TRUE,
ACT01-08,Actor Media Server - R-10 chassis,Bluefield_02,QSFP28,ST2110_4 (BLU),BLU,194,10.239.4.194,193,10.239.4.193,/29,255.255.255.248,,lvg-sph-bv-7s-lf01,Eth1/11/1,lvg-sph-bv-7s-lf01/Eth1/11/1,SM2.7225,C.53/14,C-55/43,734452102026,B8,A,TRUE,
ACT01-08,Actor Media Server - R-10 chassis,Bluefield_02_L,QSFP28,ST2110_4 (BLU),BLU,195,10.239.4.195,193,10.239.4.193,/29,255.255.255.248,,,,/,,C.53/14,,734452102026,B8,A,TRUE,
ACT01-08,Actor Media Server - R-10 chassis,Bluefield_02_M,QSFP28,Multicast_BLU,N/A,39,233.140.10.39,,,,,,,,/,,C.53/14,,734452102026,B8,A,TRUE,
ACT01-08,Actor Media Server - R-10 chassis,Bluefield_MGMT,RJ45 1G,7thSense_Show_Control_3,52,39,10.241.210.39,1,10.241.208.1,/22,255.255.252.0,,,,/,,C.53/14,,734452102026,B8,A,TRUE,
ACT01-08,Actor Media Server - R-10 chassis,Onboard_01,RJ45 10G,7thSense_Show_Control_1,52,39,10.241.208.39,1,10.241.208.1,/22,255.255.252.0,,lvg-sph-fp-as06,Gig1/0/13,lvg-sph-fp-as06/Gig1/0/13,D6A.7063,C.53/14,C-52/44,734452102026,B8,A,TRUE,
ACT01-08,Actor Media Server - R-10 chassis,Onboard_02,RJ45 10G,7thSense_Show_Control_2,52,39,10.241.209.39,,,/22,255.255.252.0,,lvg-sph-fp-as07,Gig1/0/38,lvg-sph-fp-as07/Gig1/0/38,D6A.7138,C.53/14,C-51/44,734452102026,B8,A,TRUE,
ACT01-08,Actor Media Server - R-10 chassis,Storage_01,QSFP28,Media_Transfer_1,128,39,10.100.128.39,,,/23,255.255.254.0,,NET04-05,Eth1/11/1,NET04-05/Eth1/11/1,TEMP,C.53/14,C-75/38,734452102026,B8,A,TRUE,
ACT01-08,Actor Media Server - R-10 chassis,Storage_02,QSFP28,Media_Transfer_2,128,39,10.100.129.39,,,/23,255.255.254.0,,,,/,,C.53/14,,734452102026,B8,A,TRUE,
ACT01-09,Actor Media Server - R-10 chassis,Bluefield_01,QSFP28,ST2110_4 (RED),RED,210,10.238.4.210,209,10.238.4.209,/29,255.255.255.248,,lvg-sph-rv-7s-lf01,Eth1/11/3,lvg-sph-rv-7s-lf01/Eth1/11/3,SM2.7027,C.52/38,C-55/44,734452102008,C1,A,TRUE,
ACT01-09,Actor Media Server - R-10 chassis,Bluefield_01_L,QSFP28,ST2110_4 (RED),RED,211,10.238.4.211,209,10.238.4.209,/29,255.255.255.248,,,,/,,C.52/38,,734452102008,C1,A,TRUE,
ACT01-09,Actor Media Server - R-10 chassis,Bluefield_01_M,QSFP28,Multicast_RED,N/A,40,233.40.10.40,,,,,,,,/,,C.52/38,,734452102008,C1,A,TRUE,
ACT01-09,Actor Media Server - R-10 chassis,Bluefield_02,QSFP28,ST2110_4 (BLU),BLU,210,10.239.4.210,209,10.239.4.209,/29,255.255.255.248,,lvg-sph-bv-7s-lf01,Eth1/11/3,lvg-sph-bv-7s-lf01/Eth1/11/3,SM2.7227,C.52/38,C-55/43,734452102008,C1,A,TRUE,
ACT01-09,Actor Media Server - R-10 chassis,Bluefield_02_L,QSFP28,ST2110_4 (BLU),BLU,211,10.239.4.211,209,10.239.4.209,/29,255.255.255.248,,,,/,,C.52/38,,734452102008,C1,A,TRUE,
ACT01-09,Actor Media Server - R-10 chassis,Bluefield_02_M,QSFP28,Multicast_BLU,N/A,40,233.140.10.40,,,,,,,,/,,C.52/38,,734452102008,C1,A,TRUE,
ACT01-09,Actor Media Server - R-10 chassis,Bluefield_MGMT,RJ45 1G,7thSense_Show_Control_3,52,40,10.241.210.40,1,10.241.208.1,/22,255.255.252.0,,,,/,,C.52/38,,734452102008,C1,A,TRUE,
ACT01-09,Actor Media Server - R-10 chassis,Onboard_01,RJ45 10G,7thSense_Show_Control_1,52,40,10.241.208.40,1,10.241.208.1,/22,255.255.252.0,,lvg-sph-fp-as06,Gig1/0/19,lvg-sph-fp-as06/Gig1/0/19,D6A.7069,C.52/38,C-52/44,734452102008,C1,A,TRUE,
ACT01-09,Actor Media Server - R-10 chassis,Onboard_02,RJ45 10G,7thSense_Show_Control_2,52,40,10.241.209.40,,,/22,255.255.252.0,,lvg-sph-fp-as07,Gig1/0/40,lvg-sph-fp-as07/Gig1/0/40,D6A.7140,C.52/38,C-51/44,734452102008,C1,A,TRUE,
ACT01-09,Actor Media Server - R-10 chassis,Storage_01,QSFP28,Media_Transfer_1,128,40,10.100.128.40,,,/23,255.255.254.0,,NET04-05,Eth1/11/2,NET04-05/Eth1/11/2,TEMP,C.52/38,C-75/38,734452102008,C1,A,TRUE,
ACT01-09,Actor Media Server - R-10 chassis,Storage_02,QSFP28,Media_Transfer_2,128,40,10.100.129.40,,,/23,255.255.254.0,,,,/,,C.52/38,,734452102008,C1,A,TRUE,
ACT01-10,Actor Media Server - R-10 chassis,Bluefield_01,QSFP28,ST2110_4 (RED),RED,226,10.238.4.226,225,10.238.4.225,/29,255.255.255.248,,lvg-sph-rv-7s-lf01,Eth1/12/1,lvg-sph-rv-7s-lf01/Eth1/12/1,SM2.7029,C.52/26,C-55/44,734452102005,C2,A,TRUE,
ACT01-10,Actor Media Server - R-10 chassis,Bluefield_01_L,QSFP28,ST2110_4 (RED),RED,227,10.238.4.227,225,10.238.4.225,/29,255.255.255.248,,,,/,,C.52/26,,734452102005,C2,A,TRUE,
ACT01-10,Actor Media Server - R-10 chassis,Bluefield_01_M,QSFP28,Multicast_RED,N/A,41,233.40.10.41,,,,,,,,/,,C.52/26,,734452102005,C2,A,TRUE,
ACT01-10,Actor Media Server - R-10 chassis,Bluefield_02,QSFP28,ST2110_4 (BLU),BLU,226,10.239.4.226,225,10.239.4.225,/29,255.255.255.248,,lvg-sph-bv-7s-lf01,Eth1/12/1,lvg-sph-bv-7s-lf01/Eth1/12/1,SM2.7229,C.52/26,C-55/43,734452102005,C2,A,TRUE,
ACT01-10,Actor Media Server - R-10 chassis,Bluefield_02_L,QSFP28,ST2110_4 (BLU),BLU,227,10.239.4.227,225,10.239.4.225,/29,255.255.255.248,,,,/,,C.52/26,,734452102005,C2,A,TRUE,
ACT01-10,Actor Media Server - R-10 chassis,Bluefield_02_M,QSFP28,Multicast_BLU,N/A,41,233.140.10.41,,,,,,,,/,,C.52/26,,734452102005,C2,A,TRUE,
ACT01-10,Actor Media Server - R-10 chassis,Bluefield_MGMT,RJ45 1G,7thSense_Show_Control_3,52,41,10.241.210.41,1,10.241.208.1,/22,255.255.252.0,,,,/,,C.52/26,,734452102005,C2,A,TRUE,
