TLA,Device,Network Port,Connector Type,VLAN NAME,VLAN TAG,IP Octet,IP ADDRESS,Gateway,GW Full,Mask,Mask Full,MAC Address,Switch ID,Switch Port,Switch/Port,Cable ID,Device Location,Switch Location,Serial #,Role,Bank,DL Check,NOTES
ACT01-36,Actor Media Server - R-10 chassis,Bluefield_MGMT,RJ45 1G,7thSense_Show_Control_3,52,68,10.241.210.68,1,10.241.208.1,/22,255.255.252.0,,,,/,,C.46/14,,734922112002,C3,B,TRUE,
ACT01-36,Actor Media Server - R-10 chassis,Onboard_01,RJ45 10G,7thSense_Show_Control_1,52,68,10.241.208.68,1,10.241.208.1,/22,255.255.252.0,04:42:1a:f0:17:94,lvg-sph-fp-as14,Gig1/0/31,lvg-sph-fp-as14/Gig1/0/31,D6A.7581,C.46/14,C-46/44,734922112002,C3,B,TRUE,
ACT01-36,Actor Media Server - R-10 chassis,Onboard_02,RJ45 10G,7thSense_Show_Control_2,52,68,10.241.209.68,,,/22,255.255.252.0,,lvg-sph-fp-as15,Gig1/0/44,lvg-sph-fp-as15/Gig1/0/44,D6A.7644,C.46/14,C-45/44,734922112002,C3,B,TRUE,
ACT01-36,Actor Media Server - R-10 chassis,Storage_01,QSFP28,Media_Transfer_1,128,68,10.100.128.68,,,/23,255.255.254.0,,NET04-05,Eth1/19/4,NET04-05/Eth1/19/4,TEMP,C.46/14,C-75/38,734922112002,C3,B,TRUE,
ACT01-36,Actor Media Server - R-10 chassis,Storage_02,QSFP28,Media_Transfer_2,128,68,10.100.129.68,,,/23,255.255.254.0,,,,/,,C.46/14,,734922112002,C3,B,TRUE,
ACT01-37,Actor Media Server - R-10 chassis,Bluefield_01,QSFP28,ST2110_9 (RED),RED,2,10.238.9.2,1,10.238.9.1,/29,255.255.255.248,,lvg-sph-rv-7s-lf02,Eth1/13/1,lvg-sph-rv-7s-lf02/Eth1/13/1,SM2.7533,C.45/38,C-49/44,736653122012,C4,B,TRUE,
ACT01-37,Actor Media Server - R-10 chassis,Bluefield_01_L,QSFP28,ST2110_9 (RED),RED,3,10.238.9.3,1,10.238.9.1,/29,255.255.255.248,,,,/,,C.45/38,,736653122012,C4,B,TRUE,
ACT01-37,Actor Media Server - R-10 chassis,Bluefield_01_M,QSFP28,Multicast_RED,N/A,69,233.40.10.69,,,,,,,,/,,C.45/38,,736653122012,C4,B,TRUE,
ACT01-37,Actor Media Server - R-10 chassis,Bluefield_02,QSFP28,ST2110_9 (BLU),BLU,2,10.239.9.2,1,10.239.9.1,/29,255.255.255.248,,lvg-sph-bv-7s-lf02,Eth1/13/1,lvg-sph-bv-7s-lf02/Eth1/13/1,SM2.7633,C.45/38,C-49/43,736653122012,C4,B,TRUE,
ACT01-37,Actor Media Server - R-10 chassis,Bluefield_02_L,QSFP28,ST2110_9 (BLU),BLU,3,10.239.9.3,1,10.239.9.1,/29,255.255.255.248,,,,/,,C.45/38,,736653122012,C4,B,TRUE,
ACT01-37,Actor Media Server - R-10 chassis,Bluefield_02_M,QSFP28,Multicast_BLU,N/A,69,233.140.10.69,,,,,,,,/,,C.45/38,,736653122012,C4,B,TRUE,
ACT01-37,Actor Media Server - R-10 chassis,Bluefield_MGMT,RJ45 1G,7thSense_Show_Control_3,52,69,10.241.210.69,1,10.241.208.1,/22,255.255.252.0,,,,/,,C.45/38,,736653122012,C4,B,TRUE,
ACT01-37,Actor Media Server - R-10 chassis,Onboard_01,RJ45 10G,7thSense_Show_Control_1,52,69,10.241.208.69,1,10.241.208.1,/22,255.255.252.0,,lvg-sph-fp-as15,Gig1/0/1,lvg-sph-fp-as15/Gig1/0/1,D6A.7601,C.45/38,C-45/44,736653122012,C4,B,TRUE,
ACT01-37,Actor Media Server - R-10 chassis,Onboard_02,RJ45 10G,7thSense_Show_Control_2,52,69,10.241.209.69,,,/22,255.255.252.0,,lvg-sph-fp-as13,Gig1/0/42,lvg-sph-fp-as13/Gig1/0/42,D6A.7542,C.45/38,C-48/40,736653122012,C4,B,TRUE,
ACT01-37,Actor Media Server - R-10 chassis,Storage_01,QSFP28,Media_Transfer_1,128,69,10.100.128.69,,,/23,255.255.254.0,,NET04-05,Eth1/20/1,NET04-05/Eth1/20/1,TEMP,C.45/38,C-75/38,736653122012,C4,B,TRUE,
ACT01-37,Actor Media Server - R-10 chassis,Storage_02,QSFP28,Media_Transfer_2,128,69,10.100.129.69,,,/23,255.255.254.0,,,,/,,C.45/38,,736653122012,C4,B,TRUE,
ACT01-38,Actor Media Server - R-10 chassis,Bluefield_01,QSFP28,ST2110_9 (RED),RED,18,10.238.9.18,17,10.238.9.17,/29,255.255.255.248,,lvg-sph-rv-7s-lf02,Eth1/13/3,lvg-sph-rv-7s-lf02/Eth1/13/3,SM2.7535,C.45/26,C-49/44,734922112007,C5,B,TRUE,
ACT01-38,Actor Media Server - R-10 chassis,Bluefield_01_L,QSFP28,ST2110_9 (RED),RED,19,10.238.9.19,17,10.238.9.17,/29,255.255.255.248,,,,/,,C.45/26,,734922112007,C5,B,TRUE,
ACT01-38,Actor Media Server - R-10 chassis,Bluefield_01_M,QSFP28,Multicast_RED,N/A,70,233.40.10.70,,,,,,,,/,,C.45/26,,734922112007,C5,B,TRUE,
ACT01-38,Actor Media Server - R-10 chassis,Bluefield_02,QSFP28,ST2110_9 (BLU),BLU,18,10.239.9.18,17,10.239.9.17,/29,255.255.255.248,,lvg-sph-bv-7s-lf02,Eth1/13/3,lvg-sph-bv-7s-lf02/Eth1/13/3,SM2.7635,C.45/26,C-49/43,734922112007,C5,B,TRUE,
ACT01-38,Actor Media Server - R-10 chassis,Bluefield_02_L,QSFP28,ST2110_9 (BLU),BLU,19,10.239.9.19,17,10.239.9.17,/29,255.255.255.248,,,,/,,C.45/26,,734922112007,C5,B,TRUE,
ACT01-38,Actor Media Server - R-10 chassis,Bluefield_02_M,QSFP28,Multicast_BLU,N/A,70,233.140.10.70,,,,,,,,/,,C.45/26,,734922112007,C5,B,TRUE,
ACT01-38,Actor Media Server - R-10 chassis,Bluefield_MGMT,RJ45 1G,7thSense_Show_Control_3,52,70,10.241.210.70,1,10.241.208.1,/22,255.255.252.0,,,,/,,C.45/26,,734922112007,C5,B,TRUE,
ACT01-38,Actor Media Server - R-10 chassis,Onboard_01,RJ45 10G,7thSense_Show_Control_1,52,70,10.241.208.70,1,10.241.208.1,/22,255.255.252.0,04:42:1a:f0:1a:af,lvg-sph-fp-as15,Gig1/0/7,lvg-sph-fp-as15/Gig1/0/7,D6A.7607,C.45/26,C-45/44,734922112007,C5,B,TRUE,
ACT01-38,Actor Media Server - R-10 chassis,Onboard_02,RJ45 10G,7thSense_Show_Control_2,52,70,10.241.209.70,,,/22,255.255.252.0,,lvg-sph-fp-as13,Gig1/0/44,lvg-sph-fp-as13/Gig1/0/44,D6A.7544,C.45/26,C-48/40,734922112007,C5,B,TRUE,
ACT01-38,Actor Media Server - R-10 chassis,Storage_01,QSFP28,Media_Transfer_1,128,70,10.100.128.70,,,/23,255.255.254.0,,NET04-05,Eth1/20/2,NET04-05/Eth1/20/2,TEMP,C.45/26,C-75/38,734922112007,C5,B,TRUE,
ACT01-38,Actor Media Server - R-10 chassis,Storage_02,QSFP28,Media_Transfer_2,128,70,10.100.129.70,,,/23,255.255.254.0,,,,/,,C.45/26,,734922112007,C5,B,TRUE,
ACT01-39,Actor Media Server - R-10 chassis,Bluefield_01,QSFP28,ST2110_9 (RED),RED,34,10.238.9.34,33,10.238.9.33,/29,255.255.255.248,,lvg-sph-rv-7s-lf02,Eth1/14/1,lvg-sph-rv-7s-lf02/Eth1/14/1,SM2.7537,C.45/14,C-49/44,736517122002,C6,B,TRUE,
ACT01-39,Actor Media Server - R-10 chassis,Bluefield_01_L,QSFP28,ST2110_9 (RED),RED,35,10.238.9.35,33,10.238.9.33,/29,255.255.255.248,,,,/,,C.45/14,,736517122002,C6,B,TRUE,
ACT01-39,Actor Media Server - R-10 chassis,Bluefield_01_M,QSFP28,Multicast_RED,N/A,71,233.40.10.71,,,,,,,,/,,C.45/14,,736517122002,C6,B,TRUE,
ACT01-39,Actor Media Server - R-10 chassis,Bluefield_02,QSFP28,ST2110_9 (BLU),BLU,34,10.239.9.34,33,10.239.9.33,/29,255.255.255.248,,lvg-sph-bv-7s-lf02,Eth1/14/1,lvg-sph-bv-7s-lf02/Eth1/14/1,SM2.7637,C.45/14,C-49/43,736517122002,C6,B,TRUE,
ACT01-39,Actor Media Server - R-10 chassis,Bluefield_02_L,QSFP28,ST2110_9 (BLU),BLU,35,10.239.9.35,33,10.239.9.33,/29,255.255.255.248,,,,/,,C.45/14,,736517122002,C6,B,TRUE,
ACT01-39,Actor Media Server - R-10 chassis,Bluefield_02_M,QSFP28,Multicast_BLU,N/A,71,233.140.10.71,,,,,,,,/,,C.45/14,,736517122002,C6,B,TRUE,
ACT01-39,Actor Media Server - R-10 chassis,Bluefield_MGMT,RJ45 1G,7thSense_Show_Control_3,52,71,10.241.210.71,1,10.241.208.1,/22,255.255.252.0,,,,/,,C.45/14,,736517122002,C6,B,TRUE,
ACT01-39,Actor Media Server - R-10 chassis,Onboard_01,RJ45 10G,7thSense_Show_Control_1,52,71,10.241.208.71,1,10.241.208.1,/22,255.255.252.0,04:42:1a:f0:13:23,lvg-sph-fp-as15,Gig1/0/13,lvg-sph-fp-as15/Gig1/0/13,D6A.7613,C.45/14,C-45/44,736517122002,C6,B,TRUE,
ACT01-39,Actor Media Server - R-10 chassis,Onboard_02,RJ45 10G,7thSense_Show_Control_2,52,71,10.241.209.71,,,/22,255.255.252.0,,lvg-sph-fp-as14,Gig1/0/38,lvg-sph-fp-as14/Gig1/0/38,D6A.7588,C.45/14,C-46/44,736517122002,C6,B,TRUE,
ACT01-39,Actor Media Server - R-10 chassis,Storage_01,QSFP28,Media_Transfer_1,128,71,10.100.128.71,,,/23,255.255.254.0,,NET04-05,Eth1/20/3,NET04-05/Eth1/20/3,TEMP,C.45/14,C-75/38,736517122002,C6,B,TRUE,
ACT01-39,Actor Media Server - R-10 chassis,Storage_02,QSFP28,Media_Transfer_2,128,71,10.100.129.71,,,/23,255.255.254.0,,,,/,,C.45/14,,736517122002,C6,B,TRUE,
ACT01-40,Actor Media Server - R-10 chassis,Bluefield_01,QSFP28,ST2110_9 (RED),RED,50,10.238.9.50,49,10.238.9.49,/29,255.255.255.248,,lvg-sph-rv-7s-lf02,Eth1/14/3,lvg-sph-rv-7s-lf02/Eth1/14/3,SM2.7539,C.44/38,C-49/44,736517122004,C7,B,TRUE,
ACT01-40,Actor Media Server - R-10 chassis,Bluefield_01_L,QSFP28,ST2110_9 (RED),RED,51,10.238.9.51,49,10.238.9.49,/29,255.255.255.248,,,,/,,C.44/38,,736517122004,C7,B,TRUE,
ACT01-40,Actor Media Server - R-10 chassis,Bluefield_01_M,QSFP28,Multicast_RED,N/A,72,233.40.10.72,,,,,,,,/,,C.44/38,,736517122004,C7,B,TRUE,
ACT01-40,Actor Media Server - R-10 chassis,Bluefield_02,QSFP28,ST2110_9 (BLU),BLU,50,10.239.9.50,49,10.239.9.49,/29,255.255.255.248,,lvg-sph-bv-7s-lf02,Eth1/14/3,lvg-sph-bv-7s-lf02/Eth1/14/3,SM2.7639,C.44/38,C-49/43,736517122004,C7,B,TRUE,
ACT01-40,Actor Media Server - R-10 chassis,Bluefield_02_L,QSFP28,ST2110_9 (BLU),BLU,51,10.239.9.51,49,10.239.9.49,/29,255.255.255.248,,,,/,,C.44/38,,736517122004,C7,B,TRUE,
ACT01-40,Actor Media Server - R-10 chassis,Bluefield_02_M,QSFP28,Multicast_BLU,N/A,72,233.140.10.72,,,,,,,,/,,C.44/38,,736517122004,C7,B,TRUE,
ACT01-40,Actor Media Server - R-10 chassis,Bluefield_MGMT,RJ45 1G,7thSense_Show_Control_3,52,72,10.241.210.72,1,10.241.208.1,/22,255.255.252.0,,,,/,,C.44/38,,736517122004,C7,B,TRUE,
ACT01-40,Actor Media Server - R-10 chassis,Onboard_01,RJ45 10G,7thSense_Show_Control_1,52,72,10.241.208.72,1,10.241.208.1,/22,255.255.252.0,04:42:1a:f0:18:ae,lvg-sph-fp-as15,Gig1/0/19,lvg-sph-fp-as15/Gig1/0/19,D6A.7619,C.44/38,C-45/44,736517122004,C7,B,TRUE,
ACT01-40,Actor Media Server - R-10 chassis,Onboard_02,RJ45 10G,7thSense_Show_Control_2,52,72,10.241.209.72,,,/22,255.255.252.0,,lvg-sph-fp-as14,Gig1/0/40,lvg-sph-fp-as14/Gig1/0/40,D6A.7590,C.44/38,C-46/44,736517122004,C7,B,TRUE,
ACT01-40,Actor Media Server - R-10 chassis,Storage_01,QSFP28,Media_Transfer_1,128,72,10.100.128.72,,,/23,255.255.254.0,,NET04-05,Eth1/20/4,NET04-05/Eth1/20/4,TEMP,C.44/38,C-75/38,736517122004,C7,B,TRUE,
ACT01-40,Actor Media Server - R-10 chassis,Storage_02,QSFP28,Media_Transfer_2,128,72,10.100.129.72,,,/23,255.255.254.0,,,,/,,C.44/38,,736517122004,C7,B,TRUE,
ACT01-41,Actor Media Server - R-10 chassis,Bluefield_01,QSFP28,ST2110_9 (RED),RED,130,10.238.9.130,129,10.238.9.129,/29,255.255.255.248,,lvg-sph-rv-7s-lf02,Eth1/19/1,lvg-sph-rv-7s-lf02/Eth1/19/1,SM2.7541,C.44/26,C-49/44,738818122001,D1,B,TRUE,
ACT01-41,Actor Media Server - R-10 chassis,Bluefield_01_L,QSFP28,ST2110_9 (RED),RED,131,10.238.9.131,129,10.238.9.129,/29,255.255.255.248,,,,/,,C.44/26,,738818122001,D1,B,TRUE,
ACT01-41,Actor Media Server - R-10 chassis,Bluefield_01_M,QSFP28,Multicast_RED,N/A,73,233.40.10.73,,,,,,,,/,,C.44/26,,738818122001,D1,B,TRUE,
ACT01-41,Actor Media Server - R-10 chassis,Bluefield_02,QSFP28,ST2110_9 (BLU),BLU,130,10.239.9.130,129,10.239.9.129,/29,255.255.255.248,,lvg-sph-bv-7s-lf02,Eth1/19/1,lvg-sph-bv-7s-lf02/Eth1/19/1,SM2.7641,C.44/26,C-49/43,738818122001,D1,B,TRUE,
ACT01-41,Actor Media Server - R-10 chassis,Bluefield_02_L,QSFP28,ST2110_9 (BLU),BLU,131,10.239.9.131,129,10.239.9.129,/29,255.255.255.248,,,,/,,C.44/26,,738818122001,D1,B,TRUE,
ACT01-41,Actor Media Server - R-10 chassis,Bluefield_02_M,QSFP28,Multicast_BLU,N/A,73,233.140.10.73,,,,,,,,/,,C.44/26,,738818122001,D1,B,TRUE,
ACT01-41,Actor Media Server - R-10 chassis,Bluefield_MGMT,RJ45 1G,7thSense_Show_Control_3,52,73,10.241.210.73,1,10.241.208.1,/22,255.255.252.0,,,,/,,C.44/26,,738818122001,D1,B,TRUE,
ACT01-41,Actor Media Server - R-10 chassis,Onboard_01,RJ45 10G,7thSense_Show_Control_1,52,73,10.241.208.73,1,10.241.208.1,/22,255.255.252.0,04:42:1a:e8:52:1a,lvg-sph-fp-as15,Gig1/0/25,lvg-sph-fp-as15/Gig1/0/25,D6A.7625,C.44/26,C-45/44,738818122001,D1,B,TRUE,
ACT01-41,Actor Media Server - R-10 chassis,Onboard_02,RJ45 10G,7thSense_Show_Control_2,52,73,10.241.209.73,,,/22,255.255.252.0,,lvg-sph-fp-as14,Gig1/0/42,lvg-sph-fp-as14/Gig1/0/42,D6A.7592,C.44/26,C-46/44,738818122001,D1,B,TRUE,
ACT01-41,Actor Media Server - R-10 chassis,Storage_01,QSFP28,Media_Transfer_1,128,73,10.100.128.73,,,/23,255.255.254.0,,NET04-05,Eth1/21/1,NET04-05/Eth1/21/1,TEMP,C.44/26,C-75/38,738818122001,D1,B,TRUE,
ACT01-41,Actor Media Server - R-10 chassis,Storage_02,QSFP28,Media_Transfer_2,128,73,10.100.129.73,,,/23,255.255.254.0,,,,/,,C.44/26,,738818122001,D1,B,TRUE,
ACT01-42,Actor Media Server - R-10 chassis,Bluefield_01,QSFP28,ST2110_9 (RED),RED,146,10.238.9.146,145,10.238.9.145,/29,255.255.255.248,,lvg-sph-rv-7s-lf02,Eth1/19/3,lvg-sph-rv-7s-lf02/Eth1/19/3,SM2.7543,C.44/14,C-49/44,738818122002,D2,B,TRUE,
ACT01-42,Actor Media Server - R-10 chassis,Bluefield_01_L,QSFP28,ST2110_9 (RED),RED,147,10.238.9.147,145,10.238.9.145,/29,255.255.255.248,,,,/,,C.44/14,,738818122002,D2,B,TRUE,
ACT01-42,Actor Media Server - R-10 chassis,Bluefield_01_M,QSFP28,Multicast_RED,N/A,74,233.40.10.74,,,,,,,,/,,C.44/14,,738818122002,D2,B,TRUE,
ACT01-42,Actor Media Server - R-10 chassis,Bluefield_02,QSFP28,ST2110_9 (BLU),BLU,146,10.239.9.146,145,10.239.9.145,/29,255.255.255.248,,lvg-sph-bv-7s-lf02,Eth1/19/3,lvg-sph-bv-7s-lf02/Eth1/19/3,SM2.7643,C.44/14,C-49/43,738818122002,D2,B,TRUE,
ACT01-42,Actor Media Server - R-10 chassis,Bluefield_02_L,QSFP28,ST2110_9 (BLU),BLU,147,10.239.9.147,145,10.239.9.145,/29,255.255.255.248,,,,/,,C.44/14,,738818122002,D2,B,TRUE,
ACT01-42,Actor Media Server - R-10 chassis,Bluefield_02_M,QSFP28,Multicast_BLU,N/A,74,233.140.10.74,,,,,,,,/,,C.44/14,,738818122002,D2,B,TRUE,
ACT01-42,Actor Media Server - R-10 chassis,Bluefield_MGMT,RJ45 1G,7thSense_Show_Control_3,52,74,10.241.210.74,1,10.241.208.1,/22,255.255.252.0,,,,/,,C.44/14,,738818122002,D2,B,TRUE,
ACT01-42,Actor Media Server - R-10 chassis,Onboard_01,RJ45 10G,7thSense_Show_Control_1,52,74,10.241.208.74,1,10.241.208.1,/22,255.255.252.0,04:42:1a:ef:33:d0,lvg-sph-fp-as15,Gig1/0/31,lvg-sph-fp-as15/Gig1/0/31,D6A.7631,C.44/14,C-45/44,738818122002,D2,B,TRUE,
ACT01-42,Actor Media Server - R-10 chassis,Onboard_02,RJ45 10G,7thSense_Show_Control_2,52,74,10.241.209.74,,,/22,255.255.252.0,,lvg-sph-fp-as14,Gig1/0/44,lvg-sph-fp-as14/Gig1/0/44,D6A.7594,C.44/14,C-46/44,738818122002,D2,B,TRUE,
ACT01-42,Actor Media Server - R-10 chassis,Storage_01,QSFP28,Media_Transfer_1,128,74,10.100.128.74,,,/23,255.255.254.0,,NET04-05,Eth1/21/2,NET04-05/Eth1/21/2,TEMP,C.44/14,C-75/38,738818122002,D2,B,TRUE,
ACT01-42,Actor Media Server - R-10 chassis,Storage_02,QSFP28,Media_Transfer_2,128,74,10.100.129.74,,,/23,255.255.254.0,,,,/,,C.44/14,,738818122002,D2,B,TRUE,
ACT01-43,Actor Media Server - R-10 chassis,Bluefield_01,QSFP28,ST2110_9 (RED),RED,162,10.238.9.162,161,10.238.9.161,/29,255.255.255.248,,lvg-sph-rv-7s-lf02,Eth1/20/1,lvg-sph-rv-7s-lf02/Eth1/20/1,SM2.7545,C.67/38,C-49/44,736653122002,D3,B,TRUE,
ACT01-43,Actor Media Server - R-10 chassis,Bluefield_01_L,QSFP28,ST2110_9 (RED),RED,163,10.238.9.163,161,10.238.9.161,/29,255.255.255.248,,,,/,,C.67/38,,736653122002,D3,B,TRUE,
ACT01-43,Actor Media Server - R-10 chassis,Bluefield_01_M,QSFP28,Multicast_RED,N/A,75,233.40.10.75,,,,,,,,/,,C.67/38,,736653122002,D3,B,TRUE,
ACT01-43,Actor Media Server - R-10 chassis,Bluefield_02,QSFP28,ST2110_9 (BLU),BLU,162,10.239.9.162,161,10.239.9.161,/29,255.255.255.248,,lvg-sph-bv-7s-lf02,Eth1/20/1,lvg-sph-bv-7s-lf02/Eth1/20/1,SM2.7645,C.67/38,C-49/43,736653122002,D3,B,TRUE,
ACT01-43,Actor Media Server - R-10 chassis,Bluefield_02_L,QSFP28,ST2110_9 (BLU),BLU,163,10.239.9.163,161,10.239.9.161,/29,255.255.255.248,,,,/,,C.67/38,,736653122002,D3,B,TRUE,
ACT01-43,Actor Media Server - R-10 chassis,Bluefield_02_M,QSFP28,Multicast_BLU,N/A,75,233.140.10.75,,,,,,,,/,,C.67/38,,736653122002,D3,B,TRUE,
ACT01-43,Actor Media Server - R-10 chassis,Bluefield_MGMT,RJ45 1G,7thSense_Show_Control_3,52,75,10.241.210.75,1,10.241.208.1,/22,255.255.252.0,,,,/,,C.67/38,,736653122002,D3,B,TRUE,
ACT01-43,Actor Media Server - R-10 chassis,Onboard_01,RJ45 10G,7thSense_Show_Control_1,52,75,10.241.208.75,1,10.241.208.1,/22,255.255.252.0,04:42:1a:e8:5c:b0,lvg-sph-fp-as16,Gig1/0/1,lvg-sph-fp-as16/Gig1/0/1,D6A.7651,C.67/38,C-66/44,736653122002,D3,B,TRUE,
ACT01-43,Actor Media Server - R-10 chassis,Onboard_02,RJ45 10G,7thSense_Show_Control_2,52,75,10.241.209.75,,,/22,255.255.252.0,,lvg-sph-fp-as17,Gig1/0/19,lvg-sph-fp-as17/Gig1/0/19,D6A.7719,C.67/38,C-65/44,736653122002,D3,B,TRUE,
ACT01-43,Actor Media Server - R-10 chassis,Storage_01,QSFP28,Media_Transfer_1,128,75,10.100.128.75,,,/23,255.255.254.0,,NET04-05,Eth1/21/3,NET04-05/Eth1/21/3,TEMP,C.67/38,C-75/38,736653122002,D3,B,TRUE,
ACT01-43,Actor Media Server - R-10 chassis,Storage_02,QSFP28,Media_Transfer_2,128,75,10.100.129.75,,,/23,255.255.254.0,,,,/,,C.67/38,,736653122002,D3,B,TRUE,
ACT01-44,Actor Media Server - R-10 chassis,Bluefield_01,QSFP28,ST2110_9 (RED),RED,178,10.238.9.178,177,10.238.9.177,/29,255.255.255.248,,lvg-sph-rv-7s-lf02,Eth1/20/3,lvg-sph-rv-7s-lf02/Eth1/20/3,SM2.7547,C.67/26,C-49/44,736653122014,D4,B,TRUE,
ACT01-44,Actor Media Server - R-10 chassis,Bluefield_01_L,QSFP28,ST2110_9 (RED),RED,179,10.238.9.179,177,10.238.9.177,/29,255.255.255.248,,,,/,,C.67/26,,736653122014,D4,B,TRUE,
ACT01-44,Actor Media Server - R-10 chassis,Bluefield_01_M,QSFP28,Multicast_RED,N/A,76,233.40.10.76,,,,,,,,/,,C.67/26,,736653122014,D4,B,TRUE,
ACT01-44,Actor Media Server - R-10 chassis,Bluefield_02,QSFP28,ST2110_9 (BLU),BLU,178,10.239.9.178,177,10.239.9.177,/29,255.255.255.248,,lvg-sph-bv-7s-lf02,Eth1/20/3,lvg-sph-bv-7s-lf02/Eth1/20/3,SM2.7647,C.67/26,C-49/43,736653122014,D4,B,TRUE,
ACT01-44,Actor Media Server - R-10 chassis,Bluefield_02_L,QSFP28,ST2110_9 (BLU),BLU,179,10.239.9.179,177,10.239.9.177,/29,255.255.255.248,,,,/,,C.67/26,,736653122014,D4,B,TRUE,
ACT01-44,Actor Media Server - R-10 chassis,Bluefield_02_M,QSFP28,Multicast_BLU,N/A,76,233.140.10.76,,,,,,,,/,,C.67/26,,736653122014,D4,B,TRUE,
ACT01-44,Actor Media Server - R-10 chassis,Bluefield_MGMT,RJ45 1G,7thSense_Show_Control_3,52,76,10.241.210.76,1,10.241.208.1,/22,255.255.252.0,,,,/,,C.67/26,,736653122014,D4,B,TRUE,
ACT01-44,Actor Media Server - R-10 chassis,Onboard_01,RJ45 10G,7thSense_Show_Control_1,52,76,10.241.208.76,1,10.241.208.1,/22,255.255.252.0,04:42:1a:ef:35:72,lvg-sph-fp-as16,Gig1/0/7,lvg-sph-fp-as16/Gig1/0/7,D6A.7657,C.67/26,C-66/44,736653122014,D4,B,TRUE,
ACT01-44,Actor Media Server - R-10 chassis,Onboard_02,RJ45 10G,7thSense_Show_Control_2,52,76,10.241.209.76,,,/22,255.255.252.0,,lvg-sph-fp-as17,Gig1/0/21,lvg-sph-fp-as17/Gig1/0/21,D6A.7721,C.67/26,C-65/44,736653122014,D4,B,TRUE,
ACT01-44,Actor Media Server - R-10 chassis,Storage_01,QSFP28,Media_Transfer_1,128,76,10.100.128.76,,,/23,255.255.254.0,,NET04-05,Eth1/21/4,NET04-05/Eth1/21/4,TEMP,C.67/26,C-75/38,736653122014,D4,B,TRUE,
ACT01-44,Actor Media Server - R-10 chassis,Storage_02,QSFP28,Media_Transfer_2,128,76,10.100.129.76,,,/23,255.255.254.0,,,,/,,C.67/26,,736653122014,D4,B,TRUE,
ACT01-45,Actor Media Server - R-10 chassis,Bluefield_01,QSFP28,ST2110_9 (RED),RED,194,10.238.9.194,193,10.238.9.193,/29,255.255.255.248,,lvg-sph-rv-7s-lf02,Eth1/21/1,lvg-sph-rv-7s-lf02/Eth1/21/1,SM2.7549,C.67/14,C-49/44,736653122001,D5,B,TRUE,
ACT01-45,Actor Media Server - R-10 chassis,Bluefield_01_L,QSFP28,ST2110_9 (RED),RED,195,10.238.9.195,193,10.238.9.193,/29,255.255.255.248,,,,/,,C.67/14,,736653122001,D5,B,TRUE,
ACT01-45,Actor Media Server - R-10 chassis,Bluefield_01_M,QSFP28,Multicast_RED,N/A,77,233.40.10.77,,,,,,,,/,,C.67/14,,736653122001,D5,B,TRUE,
ACT01-45,Actor Media Server - R-10 chassis,Bluefield_02,QSFP28,ST2110_9 (BLU),BLU,194,10.239.9.194,193,10.239.9.193,/29,255.255.255.248,,lvg-sph-bv-7s-lf02,Eth1/21/1,lvg-sph-bv-7s-lf02/Eth1/21/1,SM2.7649,C.67/14,C-49/43,736653122001,D5,B,TRUE,
ACT01-45,Actor Media Server - R-10 chassis,Bluefield_02_L,QSFP28,ST2110_9 (BLU),BLU,195,10.239.9.195,193,10.239.9.193,/29,255.255.255.248,,,,/,,C.67/14,,736653122001,D5,B,TRUE,
ACT01-45,Actor Media Server - R-10 chassis,Bluefield_02_M,QSFP28,Multicast_BLU,N/A,77,233.140.10.77,,,,,,,,/,,C.67/14,,736653122001,D5,B,TRUE,
ACT01-45,Actor Media Server - R-10 chassis,Bluefield_MGMT,RJ45 1G,7thSense_Show_Control_3,52,77,10.241.210.77,1,10.241.208.1,/22,255.255.252.0,,,,/,,C.67/14,,736653122001,D5,B,TRUE,
ACT01-45,Actor Media Server - R-10 chassis,Onboard_01,RJ45 10G,7thSense_Show_Control_1,52,77,10.241.208.77,1,10.241.208.1,/22,255.255.252.0,04:42:1a:e8:57:df,lvg-sph-fp-as16,Gig1/0/13,lvg-sph-fp-as16/Gig1/0/13,D6A.7663,C.67/14,C-66/44,736653122001,D5,B,TRUE,
ACT01-45,Actor Media Server - R-10 chassis,Onboard_02,RJ45 10G,7thSense_Show_Control_2,52,77,10.241.209.77,,,/22,255.255.252.0,,lvg-sph-fp-as17,Gig1/0/23,lvg-sph-fp-as17/Gig1/0/23,D6A.7723,C.67/14,C-65/44,736653122001,D5,B,TRUE,
ACT01-45,Actor Media Server - R-10 chassis,Storage_01,QSFP28,Media_Transfer_1,128,77,10.100.128.77,,,/23,255.255.254.0,,NET04-05,Eth1/22/1,NET04-05/Eth1/22/1,TEMP,C.67/14,C-75/38,736653122001,D5,B,TRUE,
ACT01-45,Actor Media Server - R-10 chassis,Storage_02,QSFP28,Media_Transfer_2,128,77,10.100.129.77,,,/23,255.255.254.0,,,,/,,C.67/14,,736653122001,D5,B,TRUE,
ACT01-46,Actor Media Server - R-10 chassis,Bluefield_01,QSFP28,ST2110_9 (RED),RED,210,10.238.9.210,209,10.238.9.209,/29,255.255.255.248,,lvg-sph-rv-7s-lf02,Eth1/21/3,lvg-sph-rv-7s-lf02/Eth1/21/3,SM2.7551,C.66/38,C-49/44,736653122005,D6,B,TRUE,
